Mask Name,[OIII]/H_Beta(W/ST),[NII]/H_Alpha(W/ST),Redshift,QOP,H-Alpha (W/ Starlight),NII (W/ Starlight),H-Beta (W/ Starlight),OIII (W/ Starlight)
M33D2A,0.5543034809450217,4.8322031009266855,-0.00049,3,-4.409755779995919,-21.308835554425656,7.4800082834577575,4.1461946290182325
M33D2A,0.12326756022302116,0.08374731423841084,-0.00045999999999999996,3,74.91402963054027,6.273848780334475,43.36621581791756,5.345647619979687
M33D2A,2.3160293688437137,0.3939774000585972,-0.0005,3,37.48706804493571,14.769057604163491,18.724858472244122,43.367322149159406
M33D2A,4.218524889128163,0.7607459132485802,-0.00045999999999999996,3,25.946901395885078,19.738999198383453,5.9274335020560365,25.005025757075487
M33D2A,2.572086056703232,0.9020656198538352,-0.00045999999999999996,3,46.629010914085256,42.062427633385575,21.21796140997529,54.57442269426469
M33D2A,-0.021950968785751663,0.8368903276846117,-0.00045999999999999996,3,16.2829549705651,13.627047520990008,-3.9640474430832455,0.08701468168835902
M33D2A,1.0,0.9712825780556418,-0.00055,3,23.024840696183357,22.363626630709433,-3.7120065559874997,-3.7120065559874997
M33D2A,1.0,1.3352813466684978,-0.00049,3,28.319525541043078,37.81453420145692,-6.064145925001968,-6.064145925001968
M33D2A,0.20885913061820727,1.7319444841103788,-0.0005,3,-22.241053367612068,-38.52026970084029,-12.1900958937297,-2.5460128305169647
M33D2A,0.3369585934566573,1.459464312976844,-0.0005,3,-24.461578919866554,-35.70080147261189,-27.06404296590777,-9.11946185104282
M33D2A,0.6034251566780916,0.2277485672096225,-0.0004,3,40.42432328694136,9.206581709019474,-1819.143366786203,-1097.7168711228758
M33D2A,0.5866832895038281,0.1800605790121411,-0.00045999999999999996,3,34.989673801525214,6.300260924148574,-1733.5655890337555,-1017.0539623449652
M33D2A,1.0,0.3970635469087757,-0.00045999999999999996,3,51.232658419328715,20.342621069544407,-1839.8837536691285,-1839.8837536691285
M33D2A,1.0,11.584110528868367,-0.00049,3,-0.3503962665731706,-4.0590290808864316,-1812.3183836091428,-1812.3183836091428
M33D2A,0.3970966139055162,0.23543565681950554,-0.00045999999999999996,3,31.989769782059625,7.5315324601439775,13.654309228184411,5.4220799597308735
M33D2A,1.0,-0.4952802699631621,-0.00045999999999999996,3,4.259191529779656,-2.109493530694081,-1883.8459997335387,-1883.8459997335387
M33D2A,1.0,0.1456986925174955,-0.00042,3,927.6086731342799,135.15137084355348,2.9067433404686795,2.9067433404686795
M33D2A,1.0,0.5764962439562803,-0.00042,3,18.840880553659307,10.861696872013507,-5.211303053626786,-5.211303053626786
M33D2A,-37.666906945192416,1.0911036694698046,-0.00042,3,48.30852403188649,52.709607837861604,-0.7546688005361837,28.426039484236412
M33D2A,1.0,0.1024973749706135,-0.00045,3,20.43953259941367,2.094998437066181,-591.6347263261173,-591.6347263261173
M33D2A,4.849609988564363,1.1717251930025945,-0.00055,2,26.231210016206433,30.735769618931073,2.075866857819076,10.067144648609109
M33D2A,1.0,0.4113149838252152,-0.00042,3,66.94275938171677,27.534559992306104,-2.369084647972059,-2.369084647972059
M33D2A,1.0,-0.7172770820424659,-0.00049,3,11.548659006192533,-8.283588433465226,-46.97202230378935,-46.97202230378935
M33D2A,3.60762964184286,0.5922555175096185,-0.00042,3,10.772437463790057,6.3800355249569805,2.221557150237245,8.014555426243838
M33D2A,1.0,0.4304613854704014,-0.00043,3,112.61690739010305,48.47722998253565,-738.957332573365,-738.957332573365
M33D2A,1.0,0.8580725393252852,-0.00044,3,75.26131878088367,64.57967091928262,14.251038223206903,14.251038223206903
M33D2A,1.0,0.19188529754175213,-0.00045999999999999996,3,162.64293622872862,31.208788211313816,-1099.023443689406,-1099.023443689406
M33D2A,1.0,0.6876916648645099,-0.00045999999999999996,3,95.71755605391084,65.82416547947601,51.111890073180504,51.111890073180504
M33D2A,1.0,0.4514717261827061,-0.00043,3,52.3705277279835,23.64381255445199,-59.100973909020546,-59.100973909020546
M33D2A,1.0,0.18134445866906904,-0.00045999999999999996,3,12.492692582877796,2.265480573761068,-0.12408860959334335,-0.12408860959334335
M33D2A,-0.03071180640426416,0.7305691970251961,-0.00044,3,8.617271919338831,6.2955134266591415,-22.781476450301138,0.6996602943449517
M33D2A,1.1225986796860474,0.9798854130908858,-0.00023999999999999998,1,14.063190488900318,13.780315221591904,9.49296302840774,10.656787761998991
M33D2A,1.0,0.608912841362798,-0.00044,3,62.061715500863606,37.79017552548047,6.127498209122088,6.127498209122088
M33D2A,1.0,0.3929178071428619,-0.00042,3,93.67550462959869,36.80677386206293,18.362061282334707,18.362061282334707
M33D2A,1.0,0.5139772064763152,-0.00042,3,110.3570912033457,56.72102945154757,27.229202311505762,27.229202311505762
M33D2A,0.7736235391302556,0.8048480662823547,-0.0004,3,20.961065901239774,16.870473357829834,15.30626823712582,11.841289404482296
M33D2A,3.735193292246299,0.6153230478209664,-0.00045999999999999996,3,30.652419813691157,18.86114038284822,11.255721480221826,42.04229537231715
M33D2A,1.0,0.6883934680873673,-0.00045999999999999996,3,82.72046948992934,56.94423087398772,23.76599001410472,23.76599001410472
M33D2A,1.537129131721068,0.6948875897482796,-0.00044,3,44.45537129898983,30.891485813319893,16.142316972972697,24.812825672631785
M33D2A,1.0,0.4835663517344261,-0.00045,3,54.11359159417751,26.167512066443123,2.7562058440519124,2.7562058440519124
M33D2A,1.4918277993611166,0.8477204502076567,-0.0004,3,31.817068505906143,26.97197963811461,12.379392354871626,18.46792165419597
M33D2A,1.0611868180456232,0.6207883217013079,-0.00044,3,45.68903765046682,28.36322100318117,19.00117930888594,20.163801009911005
M33D2A,1.0,1.131191711901692,-0.00084,2,22.11581251087597,25.017223814274644,-0.16369774212242305,-0.16369774212242305
M33D2A,1.3808842942420585,0.5495019947029139,-0.00042,3,27.806490422705593,15.279721952964197,22.949834081030364,31.691065437955945
M33D2A,1.0,0.35640993427205475,-0.00049,3,106.87538170750472,38.091447769672534,10.749134586379498,10.749134586379498
M33D2A,4.394821165036049,0.13838243656467947,-0.00047999999999999996,3,26.626491890046424,3.684638824914302,9.392410962571676,41.27796648902662
M33D2A,0.8175482628396114,0.6981447162733877,-0.00042,3,59.61817627724854,41.622114761816505,21.442690041390776,17.530433993947266
M33D2A,-1.07521564613706,0.4833913219239583,-0.00041,3,55.244639089424886,26.70477911864907,-9.763116412504242,10.497455521782086
M33D2A,1.0,1.073225803027309,-0.00033999999999999997,2,38.79742656399054,41.6383992795318,208.46202867140545,208.46202867140545
M33D2A,1.0,-1.10382124043796,-0.00056,3,-3.711113617958716,4.0964060371813975,-23.990122687683076,-23.990122687683076
M33D2A,1.0,1.5573914389555563,-0.00049,3,-8.420344707115959,-13.113772759917126,-21.87605528438334,-21.87605528438334
M33D2A,8.589716119342064,1.9302079923003403,-0.00042,3,3.644229209750165,7.034120346434122,-0.1390350652507486,-1.194271741138131
M33D2A,1.0,0.5853205733178012,-0.00058,3,-6.3979635417041125,-3.7448596882966414,-8.173268187524513,-8.173268187524513
M33D2A,0.010133942643262507,0.7104266563108816,-0.00057,3,20.512118864904295,14.572356019045316,12.050529568905848,0.12211937547223073
M33D2A,0.3620260358663096,0.5586213820378798,-0.00057,3,10.070092485629461,5.625368981571597,14.990691074649535,5.4270204646518385
M33D2A,1.0,1.1950143545123026,-0.00054,3,-13.743832754430628,-16.42407742756096,1488.1556408336694,1488.1556408336694
M33D2B,0.3329356800957081,0.9099810623481279,-0.00055,1,-27.267585931415525,-24.81298681353837,11.182548368751268,3.723069346353357
M33D2B,1.0,0.7261423179378796,-0.00045,3,28.55004978142517,20.731399325525924,0.5354423372001449,0.5354423372001449
M33D2B,1.0,1.0853106110000077,-0.00047,3,44.35668603804859,48.140782025890026,20.261162477321434,20.261162477321434
M33D2B,1.0,0.5805241939373861,-0.00045,3,70.34588864326817,40.83749030144239,30.617110069329986,30.617110069329986
M33D2B,0.7010490722132942,0.5115456227931384,-0.00045,3,38.05409080693718,19.466403581661325,21.417727560998774,15.014878035555293
M33D2B,1.0,1.1654002930257246,-0.0005,3,20.108547422665282,23.434507058695804,18.22314441757534,18.22314441757534
M33D2B,1.3033317321253952,0.7016398914068992,-0.00045,3,27.172772370034288,19.065501054935254,19.30806915794259,25.164819219618238
M33D2B,1.0,0.3016104246164149,-0.00049,3,106.41163931976746,32.09485971936385,19.25420724663023,19.25420724663023
M33D2B,2.6643645267695115,0.6376414004346295,-0.00045,3,18.846144660592586,12.01708207417387,16.025933295912992,42.69892818200498
M33D2B,11.596155361538624,0.4370698173570737,-0.00042,3,49.899821903088046,21.8097060453332,0.7579523794440917,8.789333548681562
M33D2B,1.0,0.9475078730465332,-0.00035,3,41.71885884561036,39.52894721073281,227.6583426987059,227.6583426987059
M33D2B,1.0,0.6512991893250053,-0.00056,3,11.986644522789447,7.806891860419783,1.2923009023742935,1.2923009023742935
M33D2B,0.2479564579470392,1.1752527351092608,-0.00055,3,10.334178227558454,12.145271227044644,12.880375330580096,3.193772243999064
M33D2B,0.6444939338435123,0.3205215168997593,-0.00042,3,47.378927214621115,15.185965619913645,16.97129966483248,10.937899683424966
M33D2B,0.1423343283006721,0.3547747961067101,-0.0003,2,36.38757844988615,12.909395725375276,8.22548582382744,1.1707689996811794
M33D2B,0.2508220532413961,0.948572092557162,-0.00049,3,-10.98797524231216,-10.422886668566335,17.945029387092298,4.5010091163476815
M33D2B,0.5445100382819373,0.7838540536730741,-0.00046,3,-54.371904517648105,-42.619637762083784,-8.350250348356237,-4.546795136847216
M33D2B,1.010703978874432,0.94126103009024,-0.00074,2,-27.566389331568985,-25.947168018101223,1.4369496576184169,1.452330736397187
M33D2B,2.9023003649820214,-0.03072781129946857,-0.00058,3,-4.449094048638301,0.13671092238014634,3.0604272859552784,8.882279229028939
M33D2B,1.8643841644284531,-6.097396406751425,-0.00046,2,1.419799262168425,-8.65707891945408,-9.56792378340116,-17.838285588231486
M33D2B,0.24474953132637314,0.14776155032723212,-0.00049,3,70.28913215660455,10.386031138615591,29.950010113462177,7.330250938490003
